date,price,amount_usd,qty_oz,trigger,phase
2020-01-02,1524.5,23.364485981308412,0.015326,weekly,markup
2020-01-06,1566.2,23.364485981308412,0.014918,weekly,markup
2020-01-13,1548.4,23.364485981308412,0.015089,weekly,markup
2020-01-21,1556.4,23.364485981308412,0.015012,weekly,markup
2020-01-27,1576.8,23.364485981308412,0.014818,weekly,markup
2020-02-03,1577.2,23.364485981308412,0.014814,weekly,markup
2020-02-10,1574.7,23.364485981308412,0.014837,weekly,markup
2020-02-18,1600.0,23.364485981308412,0.014603,weekly,markup
2020-02-24,1672.4,23.364485981308412,0.013971,weekly,markup
2020-03-02,1592.3,23.364485981308412,0.014673,weekly,markup
2020-03-09,1674.5,23.364485981308412,0.013953,weekly,markup
2020-03-13,1515.7,1000.0,0.659761,extreme_fear,markup
2020-03-16,1485.9,23.364485981308412,0.015724,weekly,markup
2020-03-23,1567.0,23.364485981308412,0.01491,weekly,markup
2020-03-30,1622.0,23.364485981308412,0.014405,weekly,markup
2020-04-06,1677.0,23.364485981308412,0.013932,weekly,markup
2020-04-13,1744.8,23.364485981308412,0.013391,weekly,markup
2020-04-20,1701.6,23.364485981308412,0.013731,weekly,markup
2020-04-27,1711.9,23.364485981308412,0.013648,weekly,markup
2020-05-04,1706.9,23.364485981308412,0.013688,weekly,markup
2020-05-11,1695.3,23.364485981308412,0.013782,weekly,markup
2020-05-18,1731.8,23.364485981308412,0.013491,weekly,markup
2020-05-26,1704.8,23.364485981308412,0.013705,weekly,markup
2020-06-01,1737.8,23.364485981308412,0.013445,weekly,markup
2020-06-08,1698.3,23.364485981308412,0.013758,weekly,markup
2020-06-15,1720.3,23.364485981308412,0.013582,weekly,markup
2020-06-22,1756.7,23.364485981308412,0.0133,weekly,markup
2020-06-29,1774.8,23.364485981308412,0.013165,weekly,markup
2020-07-06,1788.5,23.364485981308412,0.013064,weekly,markup
2020-07-13,1811.0,23.364485981308412,0.012901,weekly,markup
2020-07-20,1815.9,23.364485981308412,0.012867,weekly,markup
2020-07-27,1931.0,23.364485981308412,0.0121,weekly,markup
2020-08-03,1966.0,23.364485981308412,0.011884,weekly,markup
2020-08-10,2024.4,23.364485981308412,0.011541,weekly,markup
2020-08-17,1985.0,23.364485981308412,0.011771,weekly,markup
2020-08-24,1927.7,23.364485981308412,0.01212,weekly,markup
2020-08-31,1967.6,23.364485981308412,0.011875,weekly,markup
2020-09-08,1933.0,23.364485981308412,0.012087,weekly,markup
2020-09-14,1953.1,23.364485981308412,0.011963,weekly,markup
2020-09-21,1901.2,41.666666666666664,0.021916,weekly,distribution
2020-09-28,1872.8,41.666666666666664,0.022248,weekly,distribution
2020-10-05,1912.5,41.666666666666664,0.021786,weekly,distribution
2020-10-12,1922.5,41.666666666666664,0.021673,weekly,distribution
2020-10-19,1906.4,41.666666666666664,0.021856,weekly,distribution
2020-10-26,1902.7,41.666666666666664,0.021899,weekly,distribution
2020-11-02,1890.4,41.666666666666664,0.022041,weekly,distribution
2020-11-09,1853.2,41.666666666666664,0.022484,weekly,distribution
2020-11-16,1887.3,41.666666666666664,0.022077,weekly,distribution
2020-11-23,1837.8,41.666666666666664,0.022672,weekly,distribution
2020-11-30,1775.7,41.666666666666664,0.023465,weekly,distribution
2020-12-07,1861.8,41.666666666666664,0.02238,weekly,distribution
2020-12-14,1828.7,41.666666666666664,0.022785,weekly,distribution
2020-12-21,1879.2,23.364485981308412,0.012433,weekly,markup
